tenant,id,name,description,comments,isEveryoneWorkgroup,isAdministratorWorkgroup,users,allowedRoles,deniedRoles
P2V_TEST,1,Administrators,Default Admin workgroup.,This group consists all the permissions on the engine.,False,True,,,
P2V_TEST,36,Approver,Group of approvers,approval permissions ,False,False,,,
P2V_TEST,7,AUCERNA,Group for AUCERNA experts,all external AUCERNA experts to support ,False,False,,,
P2V_TEST,39,Auditor,users can check auditlogs,permission to read and check audit-logs,False,False,,,
P2V_TEST,34,BusinessDev_key,Business Development key user,Business Development key user,False,False,,,
P2V_TEST,33,BusinessDev_power,Business Development power user HO,Business Development power user HO,False,False,,,
P2V_TEST,30,Controlling_key,Controlling key user,Controlling key user,False,False,,,
P2V_TEST,29,Controlling_power,Controlling power user HO,Controlling power user HO,False,False,,,
P2V_TEST,20,Data_Loader,Data provider,user are allowed to update their project data,False,False,,,
P2V_TEST,21,Dataflow_key,DF Key user ,DF Key user in Branchoffice,False,False,,,
P2V_TEST,22,Dataflow_power,DF Power user in HO,DF Power user in Headoffice,False,False,,,
P2V_TEST,24,Economics_key,Economics key user ,Economics user in HO + BO,False,False,,,
P2V_TEST,23,Economics_power,Economics power user in HO,Economics power user in headoffice - global settings,False,False,,,
P2V_TEST,2,Everyone,Default workgroup.,This group consists only public permission on the engine.,True,False,,,
P2V_TEST,28,Exploration_key,Exploration key user,Exploration key user,False,False,,,
P2V_TEST,27,Exploration_power,Exploration power user HO,Exploration power user HO,False,False,,,
P2V_TEST,35,Interfaces,group for API usage,permissions used for interface APIs,False,False,,,
P2V_TEST,37,OData,External Data interface using Odata,permissions to use Odata as interface,False,False,,,
P2V_TEST,14,OMV_ArabEmirates,OMV BO ArabEmirates users,are allowed to see on data from BO ArabEmirates,False,False,,,
P2V_TEST,9,OMV_Austria,OMV BO Austria users,are allowed to see on data from BO Austria,False,False,,,
P2V_TEST,4,OMV_CoreTeam,OMV Core Team Members,temp. Group for initial project phast - should disappear at later stage,False,False,,,
P2V_TEST,19,OMV_Kazakhstan,OMV BO Kazakhstan users,are allowed to see on data from BO Kazakhstan,False,False,,,
P2V_TEST,16,OMV_Libya,OMV BO Libya users,are allowed to see on data from BO Libya,False,False,,,
P2V_TEST,18,OMV_NewZealand,OMV BO New Zealand users,are allowed to see on data from BO New Zealand,False,False,,,
P2V_TEST,10,OMV_Norway,OMV BO Norway users,are allowed to see on data from BO Norway,False,False,,,
P2V_TEST,12,OMV_Petrom,OMV Petrom users,are allowed to see on data from OMV Petrom,False,False,,,
P2V_TEST,11,OMV_Russia,OMV BO Russia users,are allowed to see on data from BO Russia,False,False,,,
P2V_TEST,17,OMV_Sapura,OMV Sapura users,are allowed to see on data from OMV Sapura,False,False,,,
P2V_TEST,13,OMV_Tunisia,OMV BO Tunisia users,are allowed to see on data from BO Tunisisa,False,False,,,
P2V_TEST,8,OMV_Upstream,OMV Headoffice users (corporate) ,are allowed to see data from all countries ,False,False,,,
P2V_TEST,15,OMV_Yemen,OMV BO Yemen users,are allowed to see on data from BO Yemen,False,False,,,
P2V_TEST,6,PetroVR_users,PetroVR user,Users are allowed to use Economics as a Service ; DataLoader,False,False,,,
P2V_TEST,26,PlanPort_key,Planning & Portfolio key user,Planning & Portfolio key user,False,False,,,
P2V_TEST,25,PlanPort_power,Planning & Portfolio power user in HO,Planning & Portfolio power user in HO,False,False,,,
P2V_TEST,32,Reserves_key,Reserves key user,Reserves key user , QREs,False,False,,,
P2V_TEST,31,Reserves_power,Reserves power user HO,Reserves power user HO,False,False,,,
P2V_TEST,38,Useradmin,User for useradministration,permissions to add/change users, workgroups, …,False,False,,,
P2V_DEMO,1,Administrators,Default Admin workgroup.,This group consists all the permissions on the engine.,False,True,,,
P2V_DEMO,7,AUCERNA,Group for AUCERNA experts,all external AUCERNA experts to support ,False,False,,,
P2V_DEMO,39,Auditor,auditors are entitled to check auditfiles,permission to read and check audit-logs,False,False,,,
P2V_DEMO,9,data.Austria,OMV BO Austria users,are allowed to see data from BO Austria,False,False,,,
P2V_DEMO,33,data.BD.project,Business Development project ,are allowed to see data from BD project ...,False,False,,,
P2V_DEMO,8,data.Corporate,OMV Headoffice users (corporate) ,are allowed to see data from all countries ,False,False,,,
P2V_DEMO,10,data.Norway,OMV BO Norway users,are allowed to see data from BO Norway,False,False,,,
P2V_DEMO,12,data.Petrom,OMV Petrom users,are allowed to see data from OMV Petrom,False,False,,,
P2V_DEMO,11,data.Russia,OMV BO Russia users,are allowed to see data from BO Russia,False,False,,,
P2V_DEMO,21,DataFlow.key,Dataflow Key user ,Dataflow Key user in Branchoffice,False,False,,,
P2V_DEMO,22,DataFlow.power,Dataflow Power user,Dataflow Power user in Headoffice,False,False,,,
P2V_DEMO,41,Developer,internal & external developers,permissions needed for developers,False,False,,,
P2V_DEMO,24,Economics.key,Economics key user ,Economics user in Branchoffice,False,False,,,
P2V_DEMO,23,Economics.power,Economics power user,Economics power user in headoffice - global settings,False,False,,,
P2V_DEMO,2,Everyone,Default workgroup.,This group consists only public permission on the engine.,True,False,,,
P2V_DEMO,30,Financials.key,Financials key user,Controlling key user in Branchoffice,False,False,,,
P2V_DEMO,29,Financials.power,Financials power user HO,Controlling power user  in Headoffice,False,False,,,
P2V_DEMO,4,OMV_CoreTeam,OMV Core Team Members,temp. Group for initial project phast - should disappear at later stage,False,False,,,
P2V_DEMO,42,P2V.admin,Plan2Value administrators,permissions to almost everything,False,False,,,
P2V_DEMO,20,P2V.base,P2V base access,user are allowed to update their project data,False,False,,,
P2V_DEMO,6,PetroVR,PetroVR user,Users are allowed to use Economics as a Service ; DataLoader,False,False,,,
P2V_DEMO,25,Portfolio,Portfolio user,Portfolio power user in HO,False,False,,,
P2V_DEMO,37,Reporting,reporting user to use external tools,allowes to use odata + API-keys for reporting,False,False,,,
P2V_DEMO,32,Reserves.key,Resources/Reserves key user,Reserves key user in Branchoffice,False,False,,,
P2V_DEMO,31,Reserves.power,Resources/Reserves power user HO,Reserves power user in Headoffice,False,False,,,
P2V_DEMO,38,Useradmin,User for useradministration,permissions to add/change users, workgroups, …,False,False,,,
P2V_DEMO,36,zz.Approver,DO NOT USE !  Group of approvers,approval permissions ,False,False,,,
P2V_DEMO,34,zz.BusinessDev_key,Business Development key user,Business Development key user,False,False,,,
P2V_DEMO,28,zz.Exploration_key,Exploration key user,Exploration key user,False,False,,,
P2V_DEMO,27,zz.Exploration_power,Exploration power user HO,Exploration power user HO,False,False,,,
P2V_DEMO,35,zz.Interfaces,group for API usage,permissions used for interface APIs,False,False,,,
P2V_DEMO,14,zz.OMV_ArabEmirates,OMV BO ArabEmirates users,are allowed to see data from BO ArabEmirates,False,False,,,
P2V_DEMO,19,zz.OMV_Kazakhstan,OMV BO Kazakhstan users,are allowed to see data from BO Kazakhstan,False,False,,,
P2V_DEMO,16,zz.OMV_Libya,OMV BO Libya users,are allowed to see data from BO Libya,False,False,,,
P2V_DEMO,18,zz.OMV_NewZealand,OMV BO New Zealand users,are allowed to see data from BO New Zealand,False,False,,,
P2V_DEMO,17,zz.OMV_Sapura,OMV Sapura users,are allowed to see data from OMV Sapura,False,False,,,
P2V_DEMO,13,zz.OMV_Tunisia,OMV BO Tunisia users,are allowed to see data from BO Tunisisa,False,False,,,
P2V_DEMO,15,zz.OMV_Yemen,OMV BO Yemen users,are allowed to see data from BO Yemen,False,False,,,
P2V_DEMO,26,zz.PlanPort_key,Planning & Portfolio key user,Planning & Portfolio key user,False,False,,,
P2V_TRAINING,1,Administrators,Default Admin workgroup.,This group consists all the permissions on the engine.,False,True,,,
P2V_TRAINING,36,Approver,Group of approvers,approval permissions ,False,False,,,
P2V_TRAINING,7,AUCERNA,Group for AUCERNA experts,all external AUCERNA experts to support ,False,False,,,
P2V_TRAINING,39,Auditor,users can check auditlogs,permission to read and check audit-logs,False,False,,,
P2V_TRAINING,34,BusinessDev_key,Business Development key user,Business Development key user,False,False,,,
P2V_TRAINING,33,BusinessDev_power,Business Development power user HO,Business Development power user HO,False,False,,,
P2V_TRAINING,30,Controlling_key,Controlling key user,Controlling key user,False,False,,,
P2V_TRAINING,29,Controlling_power,Controlling power user HO,Controlling power user HO,False,False,,,
P2V_TRAINING,20,Data_Loader,Data provider,user are allowed to update their project data,False,False,,,
P2V_TRAINING,21,Dataflow_key,DF Key user ,DF Key user in Branchoffice,False,False,,,
P2V_TRAINING,22,Dataflow_power,DF Power user in HO,DF Power user in Headoffice,False,False,,,
P2V_TRAINING,24,Economics_key,Economics key user ,Economics user in HO + BO,False,False,,,
P2V_TRAINING,23,Economics_power,Economics power user in HO,Economics power user in headoffice - global settings,False,False,,,
P2V_TRAINING,2,Everyone,Default workgroup.,This group consists only public permission on the engine.,True,False,,,
P2V_TRAINING,28,Exploration_key,Exploration key user,Exploration key user,False,False,,,
P2V_TRAINING,27,Exploration_power,Exploration power user HO,Exploration power user HO,False,False,,,
P2V_TRAINING,35,Interfaces,group for API usage,permissions used for interface APIs,False,False,,,
P2V_TRAINING,37,OData,External Data interface using Odata,permissions to use Odata as interface,False,False,,,
P2V_TRAINING,14,OMV_ArabEmirates,OMV BO ArabEmirates users,are allowed to see on data from BO ArabEmirates,False,False,,,
P2V_TRAINING,9,OMV_Austria,OMV BO Austria users,are allowed to see on data from BO Austria,False,False,,,
P2V_TRAINING,4,OMV_CoreTeam,OMV Core Team Members,temp. Group for initial project phast - should disappear at later stage,False,False,,,
P2V_TRAINING,19,OMV_Kazakhstan,OMV BO Kazakhstan users,are allowed to see on data from BO Kazakhstan,False,False,,,
P2V_TRAINING,16,OMV_Libya,OMV BO Libya users,are allowed to see on data from BO Libya,False,False,,,
P2V_TRAINING,18,OMV_NewZealand,OMV BO New Zealand users,are allowed to see on data from BO New Zealand,False,False,,,
P2V_TRAINING,10,OMV_Norway,OMV BO Norway users,are allowed to see on data from BO Norway,False,False,,,
P2V_TRAINING,12,OMV_Petrom,OMV Petrom users,are allowed to see on data from OMV Petrom,False,False,,,
P2V_TRAINING,11,OMV_Russia,OMV BO Russia users,are allowed to see on data from BO Russia,False,False,,,
P2V_TRAINING,17,OMV_Sapura,OMV Sapura users,are allowed to see on data from OMV Sapura,False,False,,,
P2V_TRAINING,13,OMV_Tunisia,OMV BO Tunisia users,are allowed to see on data from BO Tunisisa,False,False,,,
P2V_TRAINING,8,OMV_Upstream,OMV Headoffice users (corporate) ,are allowed to see data from all countries ,False,False,,,
P2V_TRAINING,15,OMV_Yemen,OMV BO Yemen users,are allowed to see on data from BO Yemen,False,False,,,
P2V_TRAINING,6,PetroVR_users,PetroVR user,Users are allowed to use Economics as a Service ; DataLoader,False,False,,,
P2V_TRAINING,26,PlanPort_key,Planning & Portfolio key user,Planning & Portfolio key user,False,False,,,
P2V_TRAINING,25,PlanPort_power,Planning & Portfolio power user in HO,Planning & Portfolio power user in HO,False,False,,,
P2V_TRAINING,32,Reserves_key,Reserves key user,Reserves key user , QREs,False,False,,,
P2V_TRAINING,31,Reserves_power,Reserves power user HO,Reserves power user HO,False,False,,,
P2V_TRAINING,38,Useradmin,User for useradministration,permissions to add/change users, workgroups, …,False,False,,,
P2V-PROD,1,Administrators,Default Admin workgroup.,This group consists all the permissions on the engine.,False,True,,,
P2V-PROD,36,Approver,Group of approvers,approval permissions ,False,False,,,
P2V-PROD,7,AUCERNA,Group for AUCERNA experts,all external AUCERNA experts to support ,False,False,,,
P2V-PROD,39,Auditor,users can check auditlogs,permission to read and check audit-logs,False,False,,,
P2V-PROD,34,BusinessDev_key,Business Development key user,Business Development key user,False,False,,,
P2V-PROD,33,BusinessDev_power,Business Development power user HO,Business Development power user HO,False,False,,,
P2V-PROD,30,Controlling_key,Controlling key user,Controlling key user,False,False,,,
P2V-PROD,29,Controlling_power,Controlling power user HO,Controlling power user HO,False,False,,,
P2V-PROD,20,Data_Loader,Data provider,user are allowed to update their project data,False,False,,,
P2V-PROD,21,Dataflow_key,DF Key user ,DF Key user in Branchoffice,False,False,,,
P2V-PROD,22,Dataflow_power,DF Power user in HO,DF Power user in Headoffice,False,False,,,
P2V-PROD,24,Economics_key,Economics key user ,Economics user in HO + BO,False,False,,,
P2V-PROD,23,Economics_power,Economics power user in HO,Economics power user in headoffice - global settings,False,False,,,
P2V-PROD,2,Everyone,Default workgroup.,This group consists only public permission on the engine.,True,False,,,
P2V-PROD,28,Exploration_key,Exploration key user,Exploration key user,False,False,,,
P2V-PROD,27,Exploration_power,Exploration power user HO,Exploration power user HO,False,False,,,
P2V-PROD,35,Interfaces,group for API usage,permissions used for interface APIs,False,False,,,
P2V-PROD,37,OData,External Data interface using Odata,permissions to use Odata as interface,False,False,,,
P2V-PROD,14,OMV_ArabEmirates,OMV BO ArabEmirates users,are allowed to see on data from BO ArabEmirates,False,False,,,
P2V-PROD,9,OMV_Austria,OMV BO Austria users,are allowed to see on data from BO Austria,False,False,,,
P2V-PROD,4,OMV_CoreTeam,OMV Core Team Members,temp. Group for initial project phast - should disappear at later stage,False,False,,,
P2V-PROD,19,OMV_Kazakhstan,OMV BO Kazakhstan users,are allowed to see on data from BO Kazakhstan,False,False,,,
P2V-PROD,16,OMV_Libya,OMV BO Libya users,are allowed to see on data from BO Libya,False,False,,,
P2V-PROD,18,OMV_NewZealand,OMV BO New Zealand users,are allowed to see on data from BO New Zealand,False,False,,,
P2V-PROD,10,OMV_Norway,OMV BO Norway users,are allowed to see on data from BO Norway,False,False,,,
P2V-PROD,12,OMV_Petrom,OMV Petrom users,are allowed to see on data from OMV Petrom,False,False,,,
P2V-PROD,11,OMV_Russia,OMV BO Russia users,are allowed to see on data from BO Russia,False,False,,,
P2V-PROD,17,OMV_Sapura,OMV Sapura users,are allowed to see on data from OMV Sapura,False,False,,,
P2V-PROD,13,OMV_Tunisia,OMV BO Tunisia users,are allowed to see on data from BO Tunisisa,False,False,,,
P2V-PROD,8,OMV_Upstream,OMV Headoffice users (corporate) ,are allowed to see data from all countries ,False,False,,,
P2V-PROD,15,OMV_Yemen,OMV BO Yemen users,are allowed to see on data from BO Yemen,False,False,,,
P2V-PROD,6,PetroVR_users,PetroVR user,Users are allowed to use Economics as a Service ; DataLoader,False,False,,,
P2V-PROD,26,PlanPort_key,Planning & Portfolio key user,Planning & Portfolio key user,False,False,,,
P2V-PROD,25,PlanPort_power,Planning & Portfolio power user in HO,Planning & Portfolio power user in HO,False,False,,,
P2V-PROD,32,Reserves_key,Reserves key user,Reserves key user , QREs,False,False,,,
P2V-PROD,31,Reserves_power,Reserves power user HO,Reserves power user HO,False,False,,,
P2V-PROD,38,Useradmin,User for useradministration,permissions to add/change users, workgroups, …,False,False,,,
