id,name,description,comments,isEveryoneWorkgroup,isAdministratorWorkgroup,users,allowedRoles,deniedRoles
95,data.Corporate.Economics,Data access to ALL countries (economist),[DATA] PRMS create-read-update-delete ,False,False,@{7=; 30=; 39=; 43=; 126=; 166=},,
117,data.Corporate.Finance,Data access to ALL countries (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
88,data.Corporate.key,Data access to ALL countries (full access),[DATA] PRMS full access,False,False,@{20=; 53=},,
144,data.Everyone.Economics,combining all data.country.Economics,combining all data.country.Economics,False,False,,,
121,data.Georgia,Data access to country Georgia,[DATA] PRMS read-update,False,False,,,
132,data.Georgia.Economics,Data access to country Georgia (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
105,data.Georgia.Finance,Data access to country Georgia (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
129,data.Georgia.key,Data access to country Georgia (full access),[DATA] PRMS full access,False,False,,,
154,data.Kurdistan,Data access to country Kurdistan,[DATA] PRMS read-update,False,False,,,
120,data.Kurdistan.Economics,Data access to country Kurdistan (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
149,data.Kurdistan.Finance,Data access to country Kurdistan (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
164,data.Kurdistan.key,Data access to country Kurdistan (full access),[DATA] PRMS full access,False,False,,,
63,data.Libya,Data access to country Libya,[DATA] PRMS read-update,False,False,,,
94,data.Libya.Economics,Data access to country Libya (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
122,data.Libya.Finance,Data access to country Libya (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
64,data.Libya.key,Data access to country Libya (full access),[DATA] PRMS full access,False,False,,,
167,data.Malaysia,Data access to country Malaysia,[DATA] PRMS read-update,False,False,,,
188,data.Malaysia.Economics,Data access to country Malaysia (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
191,data.Malaysia.Finance,Data access to country Malaysia (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
156,data.Malaysia.key,Data access to country Malaysia (full access),[DATA] PRMS full access,False,False,,,
135,data.Mexico,Data access to country Mexico,[DATA] PRMS read-update,False,False,,,
171,data.Mexico.Economics,Data access to country Mexico (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
97,data.Mexico.Finance,Data access to country Mexico (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
185,data.Mexico.key,Data access to country Mexico (full access),[DATA] PRMS full access,False,False,,,
166,data.NewZealand,Data access to country NewZealand,[DATA] PRMS read-update,False,False,,,
142,data.NewZealand.Economics,Data access to country NewZealand (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
116,data.NewZealand.Finance,Data access to country NewZealand (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
108,data.NewZealand.key,Data access to country NewZealand (full access),[DATA] PRMS full access,False,False,,,
10,data.Norway,Data access to country Norway,[DATA] PRMS read-update,False,False,@{42=; 162=; 163=; 164=},,
91,data.Norway.Economics,Data access to country Norway (economist),[DATA] PRMS create-read-update-delete ,False,False,@{162=},,
190,data.Norway.Finance,Data access to country Norway (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
46,data.Norway.Key,Data access to country Norway (full access),[DATA] PRMS full access,False,False,@{163=},,
193,data.OMVEP,Data access to ValueCenters,[DATA] PRMS read-update,False,False,,,
194,data.OMVEP.Economics,Data access to ValueCenters (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
195,data.OMVEP.Finance,Data access to ValueCenters (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
192,data.OMVEP.Key,Data access to ValueCenters (full access),[DATA] PRMS full access,False,False,,,
12,data.Petrom,OMV Petrom users,are allowed to see on data from OMV Petrom,False,False,,,
169,data.Reserves_resultsets,WG for AUCERNA Reserves to get the correct resultsets,,False,False,,,
138,data.Romania,Data access to country Romania,[DATA] PRMS read-update,False,False,,,
189,data.Romania.economics,Data access to country Romania (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
143,data.Romania.Finance,Data access to country Romania (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
179,data.Romania.key,Data access to country Romania (full access),[DATA] PRMS full access,False,False,,,
11,data.Russia,Data access to country Russia,[DATA] PRMS read-update,False,False,,,
92,data.Russia.Economics,Data access to country Russia (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
101,data.Russia.Finance,Data access to country Russia (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
47,data.Russia.Key,Data access to country Russia (full access),[DATA] PRMS full access,False,False,,,
118,data.Sapura.Australia,Data access to country Australia,[DATA] PRMS read-update,False,False,,,
98,data.Sapura.Australia.Economics,Data access to country Australia (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
183,data.Sapura.Australia.Finance,Data access to country Australia (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
182,data.Sapura.Australia.key,Data access to country Australia (full access),[DATA] PRMS full access,False,False,,,
130,data.Sapura.NewZealand,Data access to country NewZealand,[DATA] PRMS read-update,False,False,,,
137,data.Sapura.NewZealand.Economics,Data access to country NewZealand (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
140,data.Sapura.NewZealand.Finance,Data access to country NewZealand (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
114,data.Sapura.NewZealand.key,Data access to country NewZealand (full access),[DATA] PRMS full access,False,False,,,
61,data.Tunisia,Data access to country Tunisia,[DATA] PRMS read-update,False,False,,,
93,data.Tunisia.Economics,Data access to country Tunisia (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
162,data.Tunisia.Finance,Data access to country Tunisia (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
62,data.Tunisia.Key,Data access to country Tunisia (full access),[DATA] PRMS full access,False,False,,,
150,data.Yemen,Data access to country Yemen,[DATA] PRMS read-update,False,False,,,
165,data.Yemen.Economics,Data access to country Yemen (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
127,data.Yemen.Finance,Data access to country Yemen (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
161,data.Yemen.key,Data access to country Yemen (full access),[DATA] PRMS full access,False,False,,,
21,DataFlow.key,Dataflow Key user ,Dataflow Key user in Branchoffice,False,False,@{20=; 23=; 41=; 53=; 163=; 261=; 268=},,
22,DataFlow.power,Dataflow Power user,Dataflow Power user in Headoffice,False,False,@{20=; 53=; 261=},,
65,Dataflow.unlock,Dataflow.unlock,Unlock objects in Dataflow,False,False,@{7=; 30=; 39=; 59=; 126=; 261=},,
40,Developer,internal & external developers,permissions needed for developers,False,False,@{5=; 18=; 36=},,
24,Economics.key,Economics key user ,Economics user in Branchoffice,False,False,@{7=; 14=; 20=; 30=; 39=; 41=; 43=; 126=; 162=; 166=},,
23,Economics.power,Economics power user,Economics power user in headoffice - global settings,False,False,@{7=; 30=; 39=; 43=; 126=; 166=},,
42,Economics.regimes,additional permission for Economics user to access Regime Library,,False,False,@{7=; 30=; 39=; 43=; 126=},,
187,Economics.regimes.readonly,readonly access to the regimes lib,readonly access to the regimes lib,False,False,,,
89,Economics.unlock,Economics.unlock,unlock objects in Economics,False,False,,,
2,Everyone,Default workgroup.,This group consists only public permission on the engine.,True,False,@{201=; 1=; 45=; 272=; 126=; 265=; 270=; 20=; 257=; 36=; 216=; 268=; 6=; 261=; 7=; 41=; 260=; 273=; 40=; 263=; 259=; 271=; 81=; 82=; 269=; 170=; 208=; 262=; 84=; 256=; 4=; 5=; 267=; 278=; 276=; 94=; 97=; 156=; 44=; 194=; 266=; 275=; 277=; 258=; 101=; 255=; 104=; 274=; 106=; 123=; 109=; 39=; 240=; 114=; 30=; 239=; 264=; 18=; 249=; 157=; 120=; 121=; 14=; 163=; 164=; 165=; 166=; 3=; 23=; 42=; 43=; 53=; 59=; 161=; 162=},,
30,Financials.key,Financials key user,Controlling key user in Branchoffice,False,False,@{20=; 59=; 161=; 164=},,
29,Financials.power,Financials power user HO,Controlling power user  in Headoffice,False,False,@{59=},,
43,Financials.regimes,additional permission for Financials user to access Regime Library,,False,False,@{59=},,
158,Financials.unlock,Financials.unlock,unlock objects in Financials,False,False,,,
44,Input.Approve,Input.Approve,,False,False,@{20=; 30=; 39=; 165=; 194=},,
48,Input.Confirm,Input.Confirm,,False,False,@{3=; 20=; 23=; 30=; 39=; 40=; 41=; 42=; 44=; 45=; 81=; 82=; 84=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 156=; 157=; 163=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 275=; 276=; 278=},,
99,license.heavy,Heavy license users,to manage the license-requirments,False,False,,,
175,license.light,Light licences users,to manage the license-requirments,False,False,@{201=; 256=; 275=; 276=},,
41,P2V.admin,Plan2Value administrators,permissions to almost everything,False,False,@{5=},,
20,P2V.base,P2V base access,user are allowed to update their project data,False,False,@{3=; 4=; 5=; 6=; 7=; 14=; 18=; 20=; 23=; 30=; 36=; 39=; 40=; 41=; 42=; 43=; 44=; 45=; 53=; 59=; 81=; 82=; 84=; 94=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 126=; 156=; 157=; 161=; 162=; 163=; 164=; 165=; 166=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 266=; 267=; 268=; 269=; 270=; 271=; 272=; 273=; 275=; 276=; 278=},,
7,P2V.developer,Group of internal/external developers,all external AUCERNA experts to support ,False,False,@{36=},,
6,PetroVR,PetroVR user,Users are allowed to use Economics as a Service via PetroVR,False,False,@{6=; 30=; 39=; 40=; 41=; 44=; 45=; 81=; 84=; 94=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 156=; 157=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 266=; 267=; 268=; 269=; 270=; 271=; 272=; 273=; 275=; 276=; 277=; 278=},,
25,Portfolio,Portfolio user,Portfolio power user in HO,False,False,@{3=; 7=; 14=; 20=; 23=; 30=; 39=; 40=; 41=; 42=; 43=; 44=; 45=; 53=; 59=; 81=; 82=; 84=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 126=; 156=; 157=; 161=; 162=; 163=; 164=; 165=; 166=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 266=; 275=; 276=; 278=},,
152,profile.Admin.Developer,profile.Admin.Developer,,False,False,,,
126,profile.Admin.Headoffice,profile.Admin.Headoffice,,False,False,,,
131,profile.Economics.Headoffice,profile.Economics.Headoffice,,False,False,,,
113,profile.Economics.local,profile.Economics.local,,False,False,,,
151,profile.Finance.Headoffice,profile.Finance.Headoffice,,False,False,,,
123,profile.Finance.local,profile.Finance.local,,False,False,,,
110,profile.Finance.Regimes,profile.Finance.Regimes,,False,False,,,
163,profile.LightUser.Headoffice,profile.LightUser.Headoffice,,False,False,,,
145,profile.LightUser.local,profile.LightUser.local,,False,False,,,
112,profile.PetroVR,profile.PetroVR,,False,False,@{201=; 256=; 275=; 276=},,
136,profile.PP.Headoffice,profile.PP.Headoffice,,False,False,,,
107,profile.PP.Headoffice.Power,profile.PP.Headoffice.Power,,False,False,,,
124,profile.PP.local,profile.PP.local,,False,False,,,
146,profile.Projectmanager,profile.Projectmanager,,False,False,@{201=; 256=; 275=; 276=},,
128,profile.Reserves.Headoffice,profile.Reserves.Headoffice,,False,False,,,
139,profile.Reserves.Headoffice.Approve,profile.Reserves.Headoffice.Approve,,False,False,,,
141,profile.Reserves.Headoffice.Power,profile.Reserves.Headoffice.Power,,False,False,,,
172,profile.Reserves.local.Approve,profile.Reserves.local.Approve,,False,False,,,
170,profile.Reserves.local.QRE,profile.Reserves.local.QRE,,False,False,,,
103,profile.Reserves.readonly,profile.Reserves.readonly,,False,False,,,
159,profile.Resources.Headoffice,profile.Resources.Headoffice,,False,False,,,
111,profile.Resources.local,profile.Resources.local,,False,False,,,
184,profile.Student.local,profile.Student.local,,False,False,,,
37,Reporting,External Data interface using Odata,permissions to use Odata as interface,False,False,@{3=; 4=; 5=; 6=; 7=; 14=; 18=; 20=; 23=; 30=; 36=; 39=; 40=; 41=; 42=; 43=; 44=; 45=; 53=; 59=; 81=; 82=; 84=; 94=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 126=; 156=; 157=; 161=; 162=; 163=; 164=; 165=; 166=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 266=; 267=; 268=; 269=; 270=; 271=; 272=; 273=; 275=; 276=; 278=},,
177,Reserves.Administrator,Reserves.Administrator,,False,False,,,
69,Reserves.Approver,Reserves.Approver,,False,False,,,
157,Reserves.Approver.bo,Reserves.Approver.bo,,False,False,,,
115,Reserves.Approver.ho,Reserves.Approver.ho,,False,False,,,
66,Reserves.base,Reserves.base,,False,False,@{7=; 14=; 30=; 39=; 43=; 126=; 166=},,
32,Reserves.key,Reserves.key,,False,False,,,
31,Reserves.power,Reserves.power,,False,False,,,
68,Reserves.Security,Reserves.useradmin + Reserves.DataAdmin,,False,False,,,
173,Reserves.Submitter,Reserves.Submitter,,False,False,,,
79,temp.adjust.admin,temp.adjust.admin,,False,False,@{7=; 14=; 20=; 23=; 30=; 39=; 43=; 53=; 126=; 162=; 163=; 166=},,
86,temp.adjust.admin.deny,temp.adjust.admin.deny,,False,False,@{4=; 5=; 6=; 94=; 257=; 258=; 259=; 260=; 262=; 263=; 264=; 265=},,
80,temp.adjust.admin.readonly,temp.adjust.admin.readonly,,False,False,@{3=; 40=; 41=; 42=; 44=; 45=; 59=; 81=; 82=; 84=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 156=; 157=; 161=; 164=; 165=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 266=; 275=; 276=; 278=},,
73,temp.adjust.eco,temp.adjust.eco,,False,False,@{7=; 14=; 30=; 39=; 43=; 59=; 126=; 162=; 166=},,
75,temp.adjust.eco.deny,temp.adjust.eco.deny,,False,False,@{4=; 5=; 6=; 94=; 257=; 258=; 259=; 260=; 262=; 263=; 264=; 265=},,
74,temp.adjust.eco.readonly,temp.adjust.eco.readonly,,False,False,@{3=; 20=; 23=; 40=; 41=; 42=; 44=; 45=; 53=; 81=; 82=; 84=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 156=; 157=; 161=; 163=; 164=; 165=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 266=; 275=; 276=; 278=},,
76,temp.adjust.ecoresults,temp.adjust.ecoresults,,False,False,@{7=; 14=; 30=; 39=; 43=; 59=; 126=; 161=; 162=; 164=; 166=},,
78,temp.adjust.ecoresults.deny,temp.adjust.ecoresults.deny,,False,False,@{3=; 30=; 39=; 40=; 41=; 42=; 44=; 45=; 81=; 82=; 84=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 156=; 157=; 165=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 266=; 275=; 276=; 278=},,
77,temp.adjust.ecoresults.readonly,temp.adjust.ecoresults.readonly,,False,False,@{20=; 23=; 53=; 163=},,
81,temp.adjust.fin,temp.adjust.fin,,False,False,@{59=},,
87,temp.adjust.fin.deny,temp.adjust.fin.deny,,False,False,@{3=; 4=; 5=; 6=; 42=; 94=; 165=; 257=; 258=; 259=; 260=; 262=; 263=; 264=; 265=},,
82,temp.adjust.fin.readonly,temp.adjust.fin.readonly,,False,False,@{7=; 14=; 20=; 23=; 30=; 39=; 40=; 41=; 43=; 44=; 45=; 53=; 81=; 82=; 84=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 126=; 156=; 157=; 161=; 162=; 163=; 164=; 166=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 266=; 275=; 276=; 278=},,
83,temp.adjust.input,temp.adjust.input,,False,False,@{7=; 14=; 30=; 39=; 43=; 59=; 126=; 162=; 166=},,
85,temp.adjust.input.deny,temp.adjust.input.deny,,False,False,@{4=; 5=; 6=; 94=; 257=; 258=; 259=; 260=; 262=; 263=; 264=; 265=},,
84,temp.adjust.input.readonly,temp.adjust.input.readonly,,False,False,@{3=; 20=; 23=; 40=; 41=; 42=; 44=; 45=; 53=; 81=; 82=; 84=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 156=; 157=; 161=; 163=; 164=; 165=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 266=; 275=; 276=; 278=},,
52,temp.admin,temp.admin,,False,False,@{7=; 14=; 20=; 23=; 30=; 39=; 43=; 53=; 126=; 162=; 163=; 166=},,
54,temp.admin.deny,temp.admin.deny,,False,False,@{4=; 5=; 6=; 94=; 257=; 258=; 259=; 260=; 262=; 263=; 264=; 265=},,
53,temp.admin.readonly,temp.admin.readonly,,False,False,@{3=; 40=; 41=; 42=; 44=; 45=; 59=; 81=; 82=; 84=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 156=; 157=; 161=; 164=; 165=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 275=; 276=; 278=},,
49,temp.economics,temp.economics,,False,False,@{7=; 14=; 30=; 39=; 43=; 126=; 162=; 166=},,
51,temp.economics.deny,temp.economics.deny,,False,False,@{4=; 5=; 6=; 94=; 257=; 258=; 259=; 260=; 262=; 263=; 264=; 265=},,
50,temp.economics.readonly,temp.economics.readonly,,False,False,@{3=; 20=; 23=; 40=; 41=; 42=; 44=; 45=; 53=; 59=; 81=; 82=; 84=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 156=; 157=; 161=; 163=; 164=; 165=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 266=; 275=; 276=; 278=},,
70,temp.ecoresults,temp.ecoresults,,False,False,@{7=; 14=; 30=; 39=; 43=; 126=; 162=; 166=},,
72,temp.ecoresults.deny,temp.ecoresults.deny,,False,False,@{3=; 4=; 5=; 6=; 40=; 41=; 42=; 44=; 45=; 81=; 82=; 84=; 94=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 156=; 157=; 165=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 257=; 258=; 259=; 260=; 262=; 263=; 264=; 265=; 275=; 276=; 278=},,
71,temp.ecoresults.readonly,temp.ecoresults.readonly,,False,False,@{20=; 23=; 53=; 59=; 161=; 163=; 164=; 266=},,
55,temp.financials,temp.financials,,False,False,@{59=; 161=; 164=},,
57,temp.financials.deny,temp.financials.deny,,False,False,@{3=; 4=; 5=; 6=; 40=; 41=; 42=; 44=; 45=; 81=; 82=; 84=; 94=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 156=; 157=; 165=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 257=; 258=; 259=; 260=; 262=; 263=; 264=; 265=; 266=; 275=; 276=; 278=},,
56,temp.financials.readonly,temp.financials.readonly,,False,False,@{7=; 14=; 20=; 23=; 30=; 39=; 43=; 53=; 126=; 162=; 163=; 166=},,
58,temp.input,temp.input,,False,False,@{3=; 7=; 14=; 20=; 23=; 30=; 39=; 40=; 41=; 42=; 43=; 44=; 45=; 53=; 59=; 81=; 82=; 84=; 97=; 101=; 104=; 106=; 109=; 114=; 120=; 121=; 123=; 126=; 156=; 157=; 161=; 162=; 163=; 164=; 165=; 166=; 170=; 194=; 201=; 208=; 216=; 239=; 240=; 249=; 255=; 256=; 261=; 266=; 275=; 276=; 278=},,
60,temp.input.deny,temp.input.deny,,False,False,@{4=; 5=; 6=; 94=; 257=; 258=; 259=; 260=; 262=; 263=; 264=; 265=},,
59,temp.input.readonly,temp.input.readonly,,False,False,,,
38,User.admin,User for useradministration,permissions to add/change user /workgroup assignments,False,False,@{4=; 5=; 18=},,
