Economics.key,"Economics key user ",24,PlanningSpace Dataflow,Adjustment,34,Allow,NULL,Allow,NULL,NULL
Economics.power,Economics power user,23,PlanningSpace Dataflow,Adjustment,34,Allow,NULL,Allow,NULL,NULL
Financials.key,Financials key user,30,PlanningSpace Dataflow,Adjustment,34,Allow,NULL,NULL,NULL,NULL
Financials.power,Financials power user HO,29,PlanningSpace Dataflow,Adjustment,34,Allow,NULL,Allow,NULL,NULL
data.ArabEmirates.Economics,Data access to country UnitedArabEmirates (economist),139,PlanningSpace Dataflow,Project ARE (PRMS),35,Allow,Allow,Allow,Allow,NULL
data.ArabEmirates.key,Data access to country UnitedArabEmirates (full access),111,PlanningSpace Dataflow,Project ARE (PRMS),35,Allow,Allow,Allow,Allow,Allow
data.Corporate.Economics,Data access to ALL countries (economist),95,PlanningSpace Dataflow,Project ARE (PRMS),35,Allow,Allow,Allow,Allow,NULL
data.Corporate.Finance,Data access to ALL countries (financials),101,PlanningSpace Dataflow,Project ARE (PRMS),35,Allow,Allow,Allow,Allow,NULL
data.Corporate.key,Data access to ALL countries (full access),88,PlanningSpace Dataflow,Project ARE (PRMS),35,Allow,Allow,Allow,Allow,Allow
data.Corporate.Economics,Data access to ALL countries (economist),95,PlanningSpace Dataflow,Project KRI (PRMS),36,Allow,Allow,Allow,Allow,NULL
data.Corporate.Finance,Data access to ALL countries (financials),101,PlanningSpace Dataflow,Project KRI (PRMS),36,Allow,Allow,Allow,Allow,NULL
data.Corporate.key,Data access to ALL countries (full access),88,PlanningSpace Dataflow,Project KRI (PRMS),36,Allow,Allow,Allow,Allow,Allow
data.Kurdistan.Economics,Data access to country Kurdistan (economist),122,PlanningSpace Dataflow,Project KRI (PRMS),36,Allow,Allow,Allow,Allow,NULL
data.Kurdistan.key,Data access to country Kurdistan (full access),150,PlanningSpace Dataflow,Project KRI (PRMS),36,Allow,Allow,Allow,Allow,Allow
data.Corporate.Economics,Data access to ALL countries (economist),95,PlanningSpace Dataflow,Project YEM (PRMS),37,Allow,Allow,Allow,Allow,NULL
data.Corporate.Finance,Data access to ALL countries (financials),101,PlanningSpace Dataflow,Project YEM (PRMS),37,Allow,Allow,Allow,Allow,NULL
data.Corporate.key,Data access to ALL countries (full access),88,PlanningSpace Dataflow,Project YEM (PRMS),37,Allow,Allow,Allow,Allow,Allow
data.Yemen.Economics,Data access to country Yemen (economist),152,PlanningSpace Dataflow,Project YEM (PRMS),37,Allow,Allow,Allow,Allow,NULL
data.Yemen.key,Data access to country Yemen (full access),148,PlanningSpace Dataflow,Project YEM (PRMS),37,Allow,Allow,Allow,Allow,Allow
data.Corporate.Economics,Data access to ALL countries (economist),95,PlanningSpace Dataflow,Project MYS (PRMS),38,Allow,Allow,Allow,Allow,NULL
data.Corporate.Finance,Data access to ALL countries (financials),101,PlanningSpace Dataflow,Project MYS (PRMS),38,Allow,Allow,Allow,Allow,NULL
data.Corporate.key,Data access to ALL countries (full access),88,PlanningSpace Dataflow,Project MYS (PRMS),38,Allow,Allow,Allow,Allow,Allow
data.Malaysia.key,Data access to country Malaysia (full access),145,PlanningSpace Dataflow,Project MYS (PRMS),38,Allow,Allow,Allow,Allow,Allow
data.Australia.Economics,Data access to country Australia (economist),131,PlanningSpace Dataflow,Project AUS (PRMS),39,Allow,Allow,Allow,Allow,NULL
data.Australia.key,Data access to country Australia (full access),147,PlanningSpace Dataflow,Project AUS (PRMS),39,Allow,Allow,Allow,Allow,Allow
data.Corporate.Economics,Data access to ALL countries (economist),95,PlanningSpace Dataflow,Project AUS (PRMS),39,Allow,Allow,Allow,Allow,NULL
data.Corporate.Finance,Data access to ALL countries (financials),101,PlanningSpace Dataflow,Project AUS (PRMS),39,Allow,Allow,Allow,Allow,NULL
data.Corporate.key,Data access to ALL countries (full access),88,PlanningSpace Dataflow,Project AUS (PRMS),39,Allow,Allow,Allow,Allow,Allow
data.Corporate.Economics,Data access to ALL countries (economist),95,PlanningSpace Dataflow,Project NZL (PRMS),40,Allow,Allow,Allow,Allow,NULL
data.Corporate.Finance,Data access to ALL countries (financials),101,PlanningSpace Dataflow,Project NZL (PRMS),40,Allow,Allow,Allow,Allow,NULL
data.Corporate.key,Data access to ALL countries (full access),88,PlanningSpace Dataflow,Project NZL (PRMS),40,Allow,Allow,Allow,Allow,Allow
data.NewZealand.Economics,Data access to country NewZealand (economist),136,PlanningSpace Dataflow,Project NZL (PRMS),40,Allow,Allow,Allow,Allow,NULL
data.NewZealand.key,Data access to country NewZealand (full access),115,PlanningSpace Dataflow,Project NZL (PRMS),40,Allow,Allow,Allow,Allow,Allow
data.Bulgaria,Data access to country Bulgaria,160,PlanningSpace Dataflow,Project BGR (PRMS),41,Allow,NULL,Allow,NULL,NULL
data.Bulgaria.Economics,Data access to country Bulgaria (economist),132,PlanningSpace Dataflow,Project BGR (PRMS),41,Allow,Allow,Allow,Allow,NULL
data.Bulgaria.Finance,Data access to country Bulgaria (financials),176,PlanningSpace Dataflow,Project BGR (PRMS),41,Allow,Allow,Allow,Allow,NULL
data.Bulgaria.key,Data access to country Bulgaria (full access),126,PlanningSpace Dataflow,Project BGR (PRMS),41,Allow,Allow,Allow,Allow,Allow
data.Corporate.Economics,Data access to ALL countries (economist),95,PlanningSpace Dataflow,Project BGR (PRMS),41,Allow,Allow,Allow,Allow,NULL
data.Corporate.Finance,Data access to ALL countries (financials),101,PlanningSpace Dataflow,Project BGR (PRMS),41,Allow,Allow,Allow,Allow,NULL
data.Corporate.key,Data access to ALL countries (full access),88,PlanningSpace Dataflow,Project BGR (PRMS),41,Allow,Allow,Allow,Allow,Allow
data.Corporate.Economics,Data access to ALL countries (economist),95,PlanningSpace Dataflow,Project ROU (PRMS),42,Allow,Allow,Allow,Allow,NULL
data.Corporate.Finance,Data access to ALL countries (financials),101,PlanningSpace Dataflow,Project ROU (PRMS),42,Allow,Allow,Allow,Allow,NULL
data.Corporate.key,Data access to ALL countries (full access),88,PlanningSpace Dataflow,Project ROU (PRMS),42,Allow,Allow,Allow,Allow,Allow
data.Romania.economics,Data access to country Romania (economist),164,PlanningSpace Dataflow,Project ROU (PRMS),42,Allow,Allow,Allow,Allow,NULL
data.Romania.key,Data access to country Romania (full access),158,PlanningSpace Dataflow,Project ROU (PRMS),42,Allow,Allow,Allow,Allow,Allow
data.Corporate.Economics,Data access to ALL countries (economist),95,PlanningSpace Dataflow,Project GEO (PRMS),43,Allow,Allow,Allow,Allow,NULL
data.Corporate.Finance,Data access to ALL countries (financials),101,PlanningSpace Dataflow,Project GEO (PRMS),43,Allow,Allow,Allow,Allow,NULL
data.Corporate.key,Data access to ALL countries (full access),88,PlanningSpace Dataflow,Project GEO (PRMS),43,Allow,Allow,Allow,Allow,Allow
data.Georgia,Data access to country Georgia,123,PlanningSpace Dataflow,Project GEO (PRMS),43,Allow,NULL,Allow,NULL,NULL
data.Georgia.Economics,Data access to country Georgia (economist),130,PlanningSpace Dataflow,Project GEO (PRMS),43,Allow,Allow,Allow,Allow,NULL
data.Georgia.Finance,Data access to country Georgia (financials),170,PlanningSpace Dataflow,Project GEO (PRMS),43,Allow,Allow,Allow,Allow,NULL
data.Georgia.key,Data access to country Georgia (full access),128,PlanningSpace Dataflow,Project GEO (PRMS),43,Allow,Allow,Allow,Allow,Allow
data.Corporate.Economics,Data access to ALL countries (economist),95,PlanningSpace Dataflow,Project MEX (PRMS),44,Allow,Allow,Allow,Allow,NULL
data.Corporate.Finance,Data access to ALL countries (financials),101,PlanningSpace Dataflow,Project MEX (PRMS),44,Allow,Allow,Allow,Allow,NULL
data.Corporate.key,Data access to ALL countries (full access),88,PlanningSpace Dataflow,Project MEX (PRMS),44,Allow,Allow,Allow,Allow,Allow
data.Mexico.key,Data access to country Mexico (full access),162,PlanningSpace Dataflow,Project MEX (PRMS),44,Allow,Allow,Allow,Allow,Allow
data.Corporate,Data access to ALL countries,8,PlanningSpace Dataflow,Consolidation Group,45,Allow,NULL,NULL,NULL,NULL
data.Corporate.Economics,Data access to ALL countries (economist),95,PlanningSpace Dataflow,Consolidation Group,45,Allow,NULL,Allow,Allow,NULL
data.Corporate.Finance,Data access to ALL countries (financials),101,PlanningSpace Dataflow,Consolidation Group,45,Allow,NULL,Allow,Allow,NULL
DataFlow.key,"Dataflow Key user ",21,PlanningSpace Dataflow,Consolidation Group,45,Allow,Allow,Allow,Allow,NULL
DataFlow.power,Dataflow Power user,22,PlanningSpace Dataflow,Consolidation Group,45,Allow,Allow,Allow,Allow,Allow
P2V.base,P2V base access,20,PlanningSpace Dataflow,Consolidation Group,45,Allow,NULL,NULL,NULL,NULL
data.Corporate,Data access to ALL countries,8,PlanningSpace Dataflow,Field Group,46,Allow,NULL,NULL,NULL,NULL
data.Corporate.Economics,Data access to ALL countries (economist),95,PlanningSpace Dataflow,Field Group,46,Allow,NULL,Allow,Allow,NULL
data.Corporate.Finance,Data access to ALL countries (financials),101,PlanningSpace Dataflow,Field Group,46,Allow,NULL,Allow,Allow,NULL
DataFlow.key,"Dataflow Key user ",21,PlanningSpace Dataflow,Field Group,46,Allow,Allow,Allow,Allow,NULL
DataFlow.power,Dataflow Power user,22,PlanningSpace Dataflow,Field Group,46,Allow,Allow,Allow,Allow,Allow
P2V.base,P2V base access,20,PlanningSpace Dataflow,Field Group,46,Allow,NULL,NULL,NULL,NULL
