tenant,id,name,description,comments,isEveryoneWorkgroup,isAdministratorWorkgroup,users,allowedRoles,deniedRoles
,False,False,,,
PPS_DEV_PRODCOPY,1,Administrators,Default Admin workgroup.,This group consists all the permissions on the engine.,False,True,,,
PPS_DEV_PRODCOPY,39,Development,Development Department,,False,False,,,
PPS_DEV_PRODCOPY,2,Everyone,Default workgroup.,This group consists only public permission on the engine.,True,False,,,
PPS_DEV_PRODCOPY,20,Exploration,Exploration and Appraisal Economics users,,False,False,,,
PPS_DEV_PRODCOPY,27,HO_Plan_Users,Read rights only,,False,False,,,
PPS_DEV_PRODCOPY,24,Intern,Reading rights for interns,,False,False,,,
PPS_DEV_PRODCOPY,10,OMV_Australia,Australia Economists,,False,False,,,
PPS_DEV_PRODCOPY,12,OMV_Austria,Austria Economists,,False,False,,,
PPS_DEV_PRODCOPY,7,OMV_HO_Controller,HO Controller,,False,False,,,
PPS_DEV_PRODCOPY,8,OMV_Kazakhstan,Kazakhstan Economists,,False,False,,,
PPS_DEV_PRODCOPY,16,OMV_Kurdistan,Controlling Kurdistan,.,False,False,,,
PPS_DEV_PRODCOPY,11,OMV_Libya,Libya Economists,,False,False,,,
PPS_DEV_PRODCOPY,31,OMV_MEA_Hub_Users,MEA Hub economist Only,,False,False,,,
PPS_DEV_PRODCOPY,32,OMV_MEA_PPP_Users,Non economists in MEA Hub,,False,False,,,
PPS_DEV_PRODCOPY,15,OMV_MTP_Plan_Users,for Portfolio Group,Plan user group with read access to the MTP hierarchies,False,False,,,
PPS_DEV_PRODCOPY,17,OMV_Norway,Norway Economists,,False,False,,,
PPS_DEV_PRODCOPY,4,OMV_NZL,New Zealand Economists,,False,False,,,
PPS_DEV_PRODCOPY,14,OMV_Pakistan,Pakistan Economists,,False,False,,,
PPS_DEV_PRODCOPY,33,OMV_Russia,Russia Workgroup,,False,False,,,
PPS_DEV_PRODCOPY,34,OMV_Russia_Indicative,Russia Indicative Economics Groupe,,False,False,,,
PPS_DEV_PRODCOPY,3,OMV_Tunisia,Tunisia Economists,,False,False,,,
PPS_DEV_PRODCOPY,18,OMV_UAE,UAE Economists,,False,False,,,
PPS_DEV_PRODCOPY,26,OMV_YEM_Indicative,Technical people,,False,False,,,
PPS_DEV_PRODCOPY,9,OMV_Yemen,Yemen Controller MTP,,False,False,,,
PPS_DEV_PRODCOPY,29,Petrom_Users,RO Economists,,False,False,,,
PPS_DEV_PRODCOPY,35,PPP_Users_AUS,PPP Users NZ,,False,False,,,
PPS_DEV_PRODCOPY,36,PPP_Users_AUT,PPP_Users_AUT,,False,False,,,
PPS_DEV_PRODCOPY,40,PPP_Users_MEA,PPP Users MEA,,False,False,,,
PPS_DEV_PRODCOPY,37,PPP_Users_NOS,Norway PPP,,False,False,,,
PPS_DEV_PRODCOPY,38,PPP_Users_RUS,Russia PPP,,False,False,,,
PPS_DEV_PRODCOPY,30,RO_Plan_Users,Petrom Data Read Rights,,False,False,,,
PPS_DEV_PRODCOPY,41,SapuraOMV_Malaysia,Economics & PPP team Malaysia,,False,False,,,
PPS_DEV_PRODCOPY,28,Temp,Temp group,,False,False,,,
PPS_DEV_PRODCOPY,19,TM1Users,TM1Users,,False,False,,,
P2V_TEST,1,Administrators,Default Admin workgroup.,This group consists all the permissions on the engine.,False,True,,,
P2V_TEST,39,Auditor,users can check auditlogs,permission to read and check audit-logs,False,False,,,
P2V_TEST,9,data.Austria,OMV BO Austria users,are allowed to see on data from BO Austria,False,False,,,
P2V_TEST,90,data.Austria.Economics,access to local resultsets,dedicated group for local country Economists,False,False,,,
P2V_TEST,45,data.Austria.Key,data.Austria.Key,dedicated group for local country PP  to create PRMS projects,False,False,,,
P2V_TEST,33,data.BD.project,Business Development project ,Business Development power user HO,False,False,,,
P2V_TEST,8,data.Corporate,OMV Headoffice users (corporate) ,are allowed to see data from all countries ,False,False,,,
P2V_TEST,95,data.Corporate.Economics,OMV Headoffice users (corporate) Economics,for each Economics Power user,False,False,,,
P2V_TEST,88,data.Corporate.key,OMV Headoffice users (corporate) key ,dedicated group for headoffice PP  to create PRMS projects,False,False,,,
P2V_TEST,63,data.Libya,data.Libya,are allowed to see on data from BO Libya,False,False,,,
P2V_TEST,93,data.Libya.Economics,access to local resultsets,dedicated group for local country Economists,False,False,,,
P2V_TEST,64,data.Libya.key,data.Libya,dedicated group for local country PP  to create PRMS projects,False,False,,,
P2V_TEST,10,data.Norway,OMV BO Norway users,are allowed to see on data from BO Norway,False,False,,,
P2V_TEST,91,data.Norway.Economics,access to local resultsets,dedicated group for local country Economists,False,False,,,
P2V_TEST,46,data.Norway.Key,data.Norway.Key,dedicated group for local country PP  to create PRMS projects,False,False,,,
P2V_TEST,12,data.Petrom,OMV Petrom users,are allowed to see on data from OMV Petrom,False,False,,,
P2V_TEST,11,data.Russia,OMV BO Russia users,are allowed to see on data from BO Russia,False,False,,,
P2V_TEST,92,data.Russia.Economics,access to local resultsets,dedicated group for local country Economists,False,False,,,
P2V_TEST,47,data.Russia.Key,data.Russia.Key,dedicated group for local country PP  to create PRMS projects,False,False,,,
P2V_TEST,61,data.Tunisia,OMV BO Tunisia users,are allowed to see on data from BO Tunisia,False,False,,,
P2V_TEST,94,data.Tunisia.Economics,access to local resultsets,dedicated group for local country Economists,False,False,,,
P2V_TEST,62,data.Tunisia.Key,data.Tunisia.Key,dedicated group for local country PP  to create PRMS projects,False,False,,,
P2V_TEST,21,DataFlow.key,Dataflow Key user ,Dataflow Key user in Branchoffice,False,False,,,
P2V_TEST,22,DataFlow.power,Dataflow Power user,Dataflow Power user in Headoffice,False,False,,,
P2V_TEST,40,Developer,internal & external developers,permissions needed for developers,False,False,,,
P2V_TEST,24,Economics.key,Economics key user ,Economics user in Branchoffice,False,False,,,
P2V_TEST,23,Economics.power,Economics power user,Economics power user in headoffice - global settings,False,False,,,
P2V_TEST,42,Economics.regimes,additional permission for Economics user to access Regime Library,add. Group to assign Regime Library access,False,False,,,
P2V_TEST,89,Economics.unlock,additional permission for Economics user to unlock entities,add. Group to delegate "Economist unlock activites",False,False,,,
P2V_TEST,2,Everyone,Default workgroup.,This group consists only public permission on the engine.,True,False,,,
P2V_TEST,30,Financials.key,Financials key user,Controlling key user in Branchoffice,False,False,,,
P2V_TEST,29,Financials.power,Financials power user HO,Controlling power user  in Headoffice,False,False,,,
P2V_TEST,43,Financials.regimes,additional permission for Financials user to access Regime Library,Limited access to Financial Regime Library,False,False,,,
P2V_TEST,44,Input.Approve,Input.Approve,,False,False,,,
P2V_TEST,48,Input.Confirm,Input.Confirm,,False,False,,,
P2V_TEST,65,Objects.unlock,Objects.unlock,add. Group to delegate "document unlock activites",False,False,,,
P2V_TEST,4,OMV_CoreTeam,OMV Core Team Members,temp. Group for initial project phast - should disappear at later stage,False,False,,,
P2V_TEST,41,P2V.admin,Plan2Value administrators,permissions to almost everything,False,False,,,
P2V_TEST,20,P2V.base,P2V base access,user are allowed to update their project data,False,False,,,
P2V_TEST,7,P2V.developer,Group of internal/external developers,all external AUCERNA experts to support ,False,False,,,
P2V_TEST,6,PetroVR,PetroVR user,Users are allowed to use Economics as a Service ; DataLoader,False,False,,,
P2V_TEST,25,Portfolio,Portfolio user,Portfolio power user in HO,False,False,,,
P2V_TEST,37,Reporting,External Data interface using Odata,permissions to use Odata as interface,False,False,,,
P2V_TEST,69,Reserves.Approver,Reserves.Approver,[Reserves] approver role,False,False,,,
P2V_TEST,66,Reserves.base,Reserves.base,[Reserves] base minimum access,False,False,,,
P2V_TEST,32,Reserves.key,Resources/Reserves key user,[Reserves] key user ,False,False,,,
P2V_TEST,31,Reserves.power,Resources/Reserves power user HO,[Reserves] power user in Headoffice,False,False,,,
P2V_TEST,68,Reserves.Security,Reserves.useradmin + Reserves.DataAdmin,[Reserves] security role,False,False,,,
P2V_TEST,79,temp.adjust.admin,temp.adjust.admin,Template Access Group for Adjustment projects Tab: admin  access: full,False,False,,,
P2V_TEST,86,temp.adjust.admin.deny,temp.adjust.admin.deny,Template Access Group for Adjustment projects Tab: admin  access: deny,False,False,,,
P2V_TEST,80,temp.adjust.admin.readonly,temp.adjust.admin.readonly,Template Access Group for Adjustment projects Tab: admin  access: readonly,False,False,,,
P2V_TEST,73,temp.adjust.eco,temp.adjust.eco,Template Access Group for Adjustment projects Tab: Economics  access: full,False,False,,,
P2V_TEST,75,temp.adjust.eco.deny,temp.adjust.eco.deny,Template Access Group for Adjustment projects Tab: Economics  access: deny,False,False,,,
P2V_TEST,74,temp.adjust.eco.readonly,temp.adjust.eco.readonly,Template Access Group for Adjustment projects Tab: Economics  access: readonly,False,False,,,
P2V_TEST,76,temp.adjust.ecoresults,temp.adjust.ecoresults,Template Access Group for Adjustment projects Tab: ECO-results  access: full,False,False,,,
P2V_TEST,78,temp.adjust.ecoresults.deny,temp.adjust.ecoresults.deny,Template Access Group for Adjustment projects Tab: ECO-results  access: deny,False,False,,,
P2V_TEST,77,temp.adjust.ecoresults.readonly,temp.adjust.ecoresults.readonly,Template Access Group for Adjustment projects Tab: ECO-results  access: readonly,False,False,,,
P2V_TEST,81,temp.adjust.fin,temp.adjust.fin,Template Access Group for Adjustment projects Tab: Finance  access: full,False,False,,,
P2V_TEST,87,temp.adjust.fin.deny,temp.adjust.fin.deny,Template Access Group for Adjustment projects Tab: Finance  access: deny,False,False,,,
P2V_TEST,82,temp.adjust.fin.readonly,temp.adjust.fin.readonly,Template Access Group for Adjustment projects Tab: Finance  access: readonly,False,False,,,
P2V_TEST,83,temp.adjust.input,temp.adjust.input,Template Access Group for Adjustment projects Tab: input  access: full,False,False,,,
P2V_TEST,85,temp.adjust.input.deny,temp.adjust.input.deny,Template Access Group for Adjustment projects Tab: input  access: deny,False,False,,,
P2V_TEST,84,temp.adjust.input.readonly,temp.adjust.input.readonly,Template Access Group for Adjustment projects Tab: input  access: readonly,False,False,,,
P2V_TEST,52,temp.admin,temp.admin,Template Access Group for PRMS projects Tab: admin  access: full,False,False,,,
P2V_TEST,54,temp.admin.deny,temp.admin.deny,Template Access Group for PRMS projects Tab: admin  access: deny,False,False,,,
P2V_TEST,53,temp.admin.readonly,temp.admin.readonly,Template Access Group for PRMS projects Tab: admin  access: readonly,False,False,,,
P2V_TEST,49,temp.economics,temp.economics,Template Access Group for PRMS projects Tab: Economics  access: full,False,False,,,
P2V_TEST,51,temp.economics.deny,temp.economics.deny,Template Access Group for PRMS projects Tab: Economics  access: deny,False,False,,,
P2V_TEST,50,temp.economics.readonly,temp.economics.readonly,Template Access Group for PRMS projects Tab: Economics  access: readonly,False,False,,,
P2V_TEST,70,temp.ecoresults,temp.ecoresults,Template Access Group for PRMS projects Tab: ECO-results  access: full,False,False,,,
P2V_TEST,72,temp.ecoresults.deny,temp.ecoresults.deny,Template Access Group for PRMS projects Tab: ECO-results  access: deny,False,False,,,
P2V_TEST,71,temp.ecoresults.readonly,temp.ecoresults.readonly,Template Access Group for PRMS projects Tab: ECO-results  access: readonly,False,False,,,
P2V_TEST,55,temp.financials,temp.financials,Template Access Group for PRMS projects Tab: Finance  access: full,False,False,,,
P2V_TEST,57,temp.financials.deny,temp.financials.deny,Template Access Group for PRMS projects Tab: Finance  access: deny,False,False,,,
P2V_TEST,56,temp.financials.readonly,temp.financials.readonly,Template Access Group for PRMS projects Tab: Finance  access: readonly,False,False,,,
P2V_TEST,58,temp.input,temp.input,Template Access Group for PRMS projects Tab: input  access: full,False,False,,,
P2V_TEST,60,temp.input.deny,temp.input.deny,Template Access Group for PRMS projects Tab: input  access: deny,False,False,,,
P2V_TEST,59,temp.input.readonly,temp.input.readonly,Template Access Group for PRMS projects Tab: input  access: readonly,False,False,,,
P2V_TEST,38,User.admin,User for useradministration,permissions to add/change users,False,False,,,
P2V_DEMO,1,Administrators,Default Admin workgroup.,This group consists all the permissions on the engine.,False,True,,,
P2V_DEMO,39,Auditor,users can check auditlogs,permission to read and check audit-logs,False,False,,,
P2V_DEMO,96,BD_RU_Access,Group to access BD project AMIV,,False,False,,,
P2V_DEMO,97,BD_RU_Deny,Group to excl persons that should not see BD AMIV,,False,False,,,
P2V_DEMO,9,data.Austria,OMV BO Austria users,are allowed to see on data from BO Austria,False,False,,,
P2V_DEMO,90,data.Austria.Economics,data.Austria.Economics,,False,False,,,
P2V_DEMO,45,data.Austria.Key,data.Austria.Key,,False,False,,,
P2V_DEMO,33,data.BD.project,Business Development project ,Business Development power user HO,False,False,,,
P2V_DEMO,8,data.Corporate,OMV Headoffice users (corporate) ,are allowed to see data from all countries ,False,False,,,
P2V_DEMO,95,data.Corporate.Economics,OMV Headoffice users (corporate) Economics,for each Economics Power user,False,False,,,
P2V_DEMO,88,data.Corporate.key,OMV Headoffice users (corporate) key ,,False,False,,,
P2V_DEMO,63,data.Libya,data.Libya,,False,False,,,
P2V_DEMO,94,data.Libya.Economics,data.Libya.Economics,,False,False,,,
P2V_DEMO,64,data.Libya.key,data.Libya,,False,False,,,
P2V_DEMO,10,data.Norway,OMV BO Norway users,are allowed to see on data from BO Norway,False,False,,,
P2V_DEMO,91,data.Norway.Economics,data.Norway.Economics,,False,False,,,
P2V_DEMO,46,data.Norway.Key,data.Norway.Key,,False,False,,,
P2V_DEMO,12,data.Petrom,OMV Petrom users,are allowed to see on data from OMV Petrom,False,False,,,
P2V_DEMO,11,data.Russia,OMV BO Russia users,are allowed to see on data from BO Russia,False,False,,,
P2V_DEMO,92,data.Russia.Economics,data.Russia.Economics,,False,False,,,
P2V_DEMO,47,data.Russia.Key,data.Russia.Key,,False,False,,,
P2V_DEMO,61,data.Tunisia,OMV BO Tunisia users,,False,False,,,
P2V_DEMO,93,data.Tunisia.Economics,data.Tunisia.Economics,,False,False,,,
P2V_DEMO,62,data.Tunisia.Key,data.Tunisia.Key,,False,False,,,
P2V_DEMO,21,DataFlow.key,Dataflow Key user ,Dataflow Key user in Branchoffice,False,False,,,
P2V_DEMO,22,DataFlow.power,Dataflow Power user,Dataflow Power user in Headoffice,False,False,,,
P2V_DEMO,40,Developer,internal & external developers,permissions needed for developers,False,False,,,
P2V_DEMO,24,Economics.key,Economics key user ,Economics user in Branchoffice,False,False,,,
P2V_DEMO,23,Economics.power,Economics power user,Economics power user in headoffice - global settings,False,False,,,
P2V_DEMO,42,Economics.regimes,additional permission for Economics user to access Regime Library,,False,False,,,
P2V_DEMO,89,Economics.unlock,additional permission for Economics user to unlock entities ,,False,False,,,
P2V_DEMO,2,Everyone,Default workgroup.,This group consists only public permission on the engine.,True,False,,,
P2V_DEMO,30,Financials.key,Financials key user,Controlling key user in Branchoffice,False,False,,,
P2V_DEMO,29,Financials.power,Financials power user HO,Controlling power user  in Headoffice,False,False,,,
P2V_DEMO,43,Financials.regimes,additional permission for Financials user to access Regime Library,,False,False,,,
P2V_DEMO,44,Input.Approve,Input.Approve,,False,False,,,
P2V_DEMO,48,Input.Confirm,Input.Confirm,,False,False,,,
P2V_DEMO,65,Objects.unlock,Objects.unlock,,False,False,,,
P2V_DEMO,41,P2V.admin,Plan2Value administrators,permissions to almost everything,False,False,,,
P2V_DEMO,20,P2V.base,P2V base access,user are allowed to update their project data,False,False,,,
P2V_DEMO,7,P2V.developer,Group of internal/external developers,all external AUCERNA experts to support ,False,False,,,
P2V_DEMO,6,PetroVR,PetroVR user,Users are allowed to use Economics as a Service ; DataLoader,False,False,,,
P2V_DEMO,25,Portfolio,Portfolio user,Portfolio power user in HO,False,False,,,
P2V_DEMO,37,Reporting,External Data interface using Odata,permissions to use Odata as interface,False,False,,,
P2V_DEMO,69,Reserves.Approver,Reserves.Approver,,False,False,,,
P2V_DEMO,66,Reserves.base,Reserves.base,,False,False,,,
P2V_DEMO,32,Reserves.key,Resources/Reserves key user,Reserves key user  + QREs,False,False,,,
P2V_DEMO,31,Reserves.power,Resources/Reserves power user HO,Reserves power user in Headoffice,False,False,,,
P2V_DEMO,68,Reserves.Security,Reserves.useradmin + Reserves.DataAdmin,,False,False,,,
P2V_DEMO,79,temp.adjust.admin,temp.adjust.admin,,False,False,,,
P2V_DEMO,86,temp.adjust.admin.deny,temp.adjust.admin.deny,,False,False,,,
P2V_DEMO,80,temp.adjust.admin.readonly,temp.adjust.admin.readonly,,False,False,,,
P2V_DEMO,73,temp.adjust.eco,temp.adjust.eco,,False,False,,,
P2V_DEMO,75,temp.adjust.eco.deny,temp.adjust.eco.deny,,False,False,,,
P2V_DEMO,74,temp.adjust.eco.readonly,temp.adjust.eco.readonly,,False,False,,,
P2V_DEMO,76,temp.adjust.ecoresults,temp.adjust.ecoresults,,False,False,,,
P2V_DEMO,78,temp.adjust.ecoresults.deny,temp.adjust.ecoresults.deny,,False,False,,,
P2V_DEMO,77,temp.adjust.ecoresults.readonly,temp.adjust.ecoresults.readonly,,False,False,,,
P2V_DEMO,81,temp.adjust.fin,temp.adjust.fin,,False,False,,,
P2V_DEMO,87,temp.adjust.fin.deny,temp.adjust.fin.deny,,False,False,,,
P2V_DEMO,82,temp.adjust.fin.readonly,temp.adjust.fin.readonly,,False,False,,,
P2V_DEMO,83,temp.adjust.input,temp.adjust.input,,False,False,,,
P2V_DEMO,85,temp.adjust.input.deny,temp.adjust.input.deny,,False,False,,,
P2V_DEMO,84,temp.adjust.input.readonly,temp.adjust.input.readonly,,False,False,,,
P2V_DEMO,52,temp.admin,temp.admin,,False,False,,,
P2V_DEMO,54,temp.admin.deny,temp.admin.deny,,False,False,,,
P2V_DEMO,53,temp.admin.readonly,temp.admin.readonly,,False,False,,,
P2V_DEMO,49,temp.economics,temp.economics,,False,False,,,
P2V_DEMO,51,temp.economics.deny,temp.economics.deny,,False,False,,,
P2V_DEMO,50,temp.economics.readonly,temp.economics.readonly,,False,False,,,
P2V_DEMO,70,temp.ecoresults,temp.ecoresults,,False,False,,,
P2V_DEMO,72,temp.ecoresults.deny,temp.ecoresults.deny,,False,False,,,
P2V_DEMO,71,temp.ecoresults.readonly,temp.ecoresults.readonly,,False,False,,,
P2V_DEMO,55,temp.financials,temp.financials,,False,False,,,
P2V_DEMO,57,temp.financials.deny,temp.financials.deny,,False,False,,,
P2V_DEMO,56,temp.financials.readonly,temp.financials.readonly,,False,False,,,
P2V_DEMO,58,temp.input,temp.input,,False,False,,,
P2V_DEMO,60,temp.input.deny,temp.input.deny,,False,False,,,
P2V_DEMO,59,temp.input.readonly,temp.input.readonly,,False,False,,,
P2V_DEMO,38,User.admin,User for useradministration,permissions to add/change users + workgroups + assignments,False,False,,,
P2V_TRAINING,1,Administrators,Default Admin workgroup.,This group consists all the permissions on the engine.,False,True,,,
P2V_TRAINING,39,Auditor,users can check auditlogs,permission to read and check audit-logs,False,False,,,
P2V_TRAINING,97,BD_deny,BD_deny,all others who are not in  BD_full_access,False,False,,,
P2V_TRAINING,96,BD_full_access,BD_full_access,NDA required !,False,False,,,
P2V_TRAINING,9,data.Austria,OMV BO Austria users,are allowed to see on data from BO Austria,False,False,,,
P2V_TRAINING,90,data.Austria.Economics,data.Austria.Economics,,False,False,,,
P2V_TRAINING,45,data.Austria.Key,data.Austria.Key,,False,False,,,
P2V_TRAINING,33,data.BD.project,Business Development project ,Business Development power user HO,False,False,,,
P2V_TRAINING,8,data.Corporate,OMV Headoffice users (corporate) ,are allowed to see data from all countries ,False,False,,,
P2V_TRAINING,95,data.Corporate.Economics,OMV Headoffice users (corporate) Economics,for each Economics Power user,False,False,,,
P2V_TRAINING,88,data.Corporate.key,OMV Headoffice users (corporate) key ,,False,False,,,
P2V_TRAINING,63,data.Libya,data.Libya,,False,False,,,
P2V_TRAINING,94,data.Libya.Economics,data.Libya.Economics,,False,False,,,
P2V_TRAINING,64,data.Libya.key,data.Libya,,False,False,,,
P2V_TRAINING,10,data.Norway,OMV BO Norway users,are allowed to see on data from BO Norway,False,False,,,
P2V_TRAINING,91,data.Norway.Economics,data.Norway.Economics,,False,False,,,
P2V_TRAINING,46,data.Norway.Key,data.Norway.Key,,False,False,,,
P2V_TRAINING,12,data.Petrom,OMV Petrom users,are allowed to see on data from OMV Petrom,False,False,,,
P2V_TRAINING,11,data.Russia,OMV BO Russia users,are allowed to see on data from BO Russia,False,False,,,
P2V_TRAINING,92,data.Russia.Economics,data.Russia.Economics,,False,False,,,
P2V_TRAINING,47,data.Russia.Key,data.Russia.Key,,False,False,,,
P2V_TRAINING,61,data.Tunisia,OMV BO Tunisia users,,False,False,,,
P2V_TRAINING,93,data.Tunisia.Economics,data.Tunisia.Economics,,False,False,,,
P2V_TRAINING,62,data.Tunisia.Key,data.Tunisia.Key,,False,False,,,
P2V_TRAINING,21,DataFlow.key,Dataflow Key user ,Dataflow Key user in Branchoffice,False,False,,,
P2V_TRAINING,22,DataFlow.power,Dataflow Power user,Dataflow Power user in Headoffice,False,False,,,
P2V_TRAINING,40,Developer,internal & external developers,permissions needed for developers,False,False,,,
P2V_TRAINING,24,Economics.key,Economics key user ,Economics user in Branchoffice,False,False,,,
P2V_TRAINING,23,Economics.power,Economics power user,Economics power user in headoffice - global settings,False,False,,,
P2V_TRAINING,42,Economics.regimes,additional permission for Economics user to access Regime Library,,False,False,,,
P2V_TRAINING,89,Economics.unlock,additional permission for Economics user to unlock entities ,,False,False,,,
P2V_TRAINING,2,Everyone,Default workgroup.,This group consists only public permission on the engine.,True,False,,,
P2V_TRAINING,30,Financials.key,Financials key user,Controlling key user in Branchoffice,False,False,,,
P2V_TRAINING,29,Financials.power,Financials power user HO,Controlling power user  in Headoffice,False,False,,,
P2V_TRAINING,43,Financials.regimes,additional permission for Financials user to access Regime Library,,False,False,,,
P2V_TRAINING,44,Input.Approve,Input.Approve,,False,False,,,
P2V_TRAINING,48,Input.Confirm,Input.Confirm,,False,False,,,
